id,short_name,full_name,nation,club,position,preferred_foot,tier,ovr,age,height_cm,weight_kg,weak_foot,skill_moves,work_rate,league,image,image_type,data_version,stats_pac,stats_sho,stats_pas,stats_dri,stats_def,stats_phy
mvm_111,Nacho,Nacho Fernández,Spain,Al-Qadsiah,CB,Right,Silver,72,22,182,75,4,4,Medium/High,Custom MVMPACK 2026,images/player_111.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,25,60,57,76,80
mvm_112,Sandro Tonali,Sandro Tonali,Italy,Newcastle United,CM,Right,Silver,78,29,181,78,2,5,High/High,Custom MVMPACK 2026,images/player_112.png,original illustrated portrait asset,MVMPACK-2026.08-v1,67,60,89,76,70,68
mvm_113,Bruno Guimarães,Bruno Guimarães Rodriguez Moura,Brazil,Newcastle United,CM,Right,Silver,79,20,183,79,3,2,High/High,Custom MVMPACK 2026,images/player_113.png,original illustrated portrait asset,MVMPACK-2026.08-v1,71,58,83,83,66,70
mvm_114,Anthony Gordon,Anthony Gordon,England,Newcastle United,LW,Right,Silver,77,31,171,75,2,5,High/Low,Custom MVMPACK 2026,images/player_114.png,original illustrated portrait asset,MVMPACK-2026.08-v1,90,76,71,90,22,51
mvm_115,Harvey Barnes,Harvey Barnes,England,Newcastle United,LW,Right,Silver,75,23,181,67,2,3,High/Low,Custom MVMPACK 2026,images/player_115.png,original illustrated portrait asset,MVMPACK-2026.08-v1,93,74,75,88,27,54
mvm_116,Eberechi Eze,Eberechi Eze,England,Crystal Palace,CAM,Right,Silver,78,27,170,66,4,4,Medium/High,Custom MVMPACK 2026,images/player_116.png,original illustrated portrait asset,MVMPACK-2026.08-v1,78,76,81,86,34,60
mvm_117,Jean-Philippe Mateta,Jean-Philippe Mateta,France,Crystal Palace,ST,Right,Silver,73,27,184,74,4,3,High/Low,Custom MVMPACK 2026,images/player_117.png,original illustrated portrait asset,MVMPACK-2026.08-v1,84,88,56,75,21,80
mvm_118,Morgan Gibbs-White,Morgan Gibbs-White,England,Nottingham Forest,CAM,Right,Silver,76,20,171,76,5,5,Medium/High,Custom MVMPACK 2026,images/player_118.png,original illustrated portrait asset,MVMPACK-2026.08-v1,77,73,85,87,34,56
mvm_119,Murillo,Murillo Santiago Costa dos Santos,Brazil,Nottingham Forest,CB,Left,Silver,74,26,192,76,2,2,Medium/High,Custom MVMPACK 2026,images/player_119.png,original illustrated portrait asset,MVMPACK-2026.08-v1,67,32,60,56,78,78
mvm_120,Mats Hummels,Mats Hummels,Germany,Borussia Dortmund,CB,Right,Silver,74,27,185,82,4,4,Medium/High,Custom MVMPACK 2026,images/player_120.png,original illustrated portrait asset,MVMPACK-2026.08-v1,65,26,63,56,78,80
mvm_121,Serhou Guirassy,Serhou Guirassy,Guinea,Borussia Dortmund,ST,Right,Silver,76,31,188,73,5,4,High/Low,Custom MVMPACK 2026,images/player_121.png,original illustrated portrait asset,MVMPACK-2026.08-v1,87,88,59,83,22,79
mvm_122,Julian Brandt,Julian Brandt,Germany,Borussia Dortmund,CAM,Right,Silver,76,31,179,77,3,2,Medium/High,Custom MVMPACK 2026,images/player_122.png,original illustrated portrait asset,MVMPACK-2026.08-v1,73,77,84,88,27,53
mvm_123,Karim Adeyemi,Karim Adeyemi,Germany,Borussia Dortmund,LW,Left,Silver,77,29,180,76,2,4,High/Low,Custom MVMPACK 2026,images/player_123.png,original illustrated portrait asset,MVMPACK-2026.08-v1,91,76,71,88,22,53
mvm_124,Nico Schlotterbeck,Nico Schlotterbeck,Germany,Borussia Dortmund,CB,Left,Silver,76,20,188,71,5,4,Medium/High,Custom MVMPACK 2026,images/player_124.png,original illustrated portrait asset,MVMPACK-2026.08-v1,67,30,59,54,82,82
mvm_125,Piero Hincapié,Piero Martín Hincapié Reyna,Ecuador,Bayer Leverkusen,CB,Left,Silver,76,30,185,76,3,4,Medium/High,Custom MVMPACK 2026,images/player_125.png,original illustrated portrait asset,MVMPACK-2026.08-v1,68,34,62,59,82,85
mvm_126,Jeremie Frimpong,Jeremie Frimpong,Netherlands,Liverpool,RB,Right,Silver,77,32,186,75,4,2,Medium/High,Custom MVMPACK 2026,images/player_126.png,original illustrated portrait asset,MVMPACK-2026.08-v1,82,46,72,77,74,75
mvm_127,Jonathan Tah,Jonathan Tah,Germany,Bayern Munich,CB,Right,Silver,75,25,191,83,2,2,Medium/High,Custom MVMPACK 2026,images/player_127.png,original illustrated portrait asset,MVMPACK-2026.08-v1,71,27,58,58,86,86
mvm_128,Serge Gnabry,Serge Gnabry,Germany,Bayern Munich,RW,Right,Silver,77,20,183,72,3,4,High/Low,Custom MVMPACK 2026,images/player_128.png,original illustrated portrait asset,MVMPACK-2026.08-v1,96,81,79,90,26,52
mvm_129,Kingsley Coman,Kingsley Coman,France,Bayern Munich,LW,Right,Silver,77,20,172,67,4,5,High/Low,Custom MVMPACK 2026,images/player_129.png,original illustrated portrait asset,MVMPACK-2026.08-v1,89,76,73,87,27,56
mvm_130,Michael Olise,Michael Olise,France,Bayern Munich,RW,Left,Silver,79,23,175,73,2,3,High/Low,Custom MVMPACK 2026,images/player_130.png,original illustrated portrait asset,MVMPACK-2026.08-v1,98,79,75,95,30,54
mvm_131,Kim Min-jae,Kim Min-jae,South Korea,Bayern Munich,CB,Right,Silver,78,22,194,83,2,3,Medium/High,Custom MVMPACK 2026,images/player_131.png,original illustrated portrait asset,MVMPACK-2026.08-v1,67,31,67,53,86,88
mvm_132,Dayot Upamecano,Dayot Upamecano,France,Bayern Munich,CB,Right,Silver,78,29,193,78,3,2,Medium/High,Custom MVMPACK 2026,images/player_132.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,28,62,60,85,80
mvm_133,Konrad Laimer,Konrad Laimer,Austria,Bayern Munich,CM,Right,Silver,74,25,184,79,3,4,High/High,Custom MVMPACK 2026,images/player_133.png,original illustrated portrait asset,MVMPACK-2026.08-v1,65,57,87,75,59,67
mvm_134,Leroy Sané,Leroy Sané,Germany,Galatasaray,LW,Left,Silver,78,26,182,76,5,2,High/Low,Custom MVMPACK 2026,images/player_134.png,original illustrated portrait asset,MVMPACK-2026.08-v1,93,81,71,91,25,52
mvm_135,Thomas Müller,Thomas Müller,Germany,Vancouver Whitecaps,CF,Right,Silver,73,28,187,84,2,3,Medium/High,Custom MVMPACK 2026,images/player_135.png,original illustrated portrait asset,MVMPACK-2026.08-v1,79,76,79,87,23,64
mvm_136,Yann Sommer,Yann Sommer,Switzerland,Inter Milan,GK,Right,Silver,76,21,186,75,5,5,Medium/High,Custom MVMPACK 2026,images/player_136.png,original illustrated portrait asset,MVMPACK-2026.08-v1,59,24,52,52,19,70
mvm_137,Benjamin Pavard,Benjamin Pavard,France,Inter Milan,CB,Right,Silver,77,31,184,82,4,5,Medium/High,Custom MVMPACK 2026,images/player_137.png,original illustrated portrait asset,MVMPACK-2026.08-v1,69,35,62,58,82,79
mvm_138,Hakan Çalhanoğlu,Hakan Çalhanoğlu,Turkey,Inter Milan,CM,Right,Silver,79,32,184,80,2,3,High/High,Custom MVMPACK 2026,images/player_138.png,original illustrated portrait asset,MVMPACK-2026.08-v1,67,60,90,78,65,72
mvm_139,Denzel Dumfries,Denzel Dumfries,Netherlands,Inter Milan,RB,Right,Silver,76,24,184,78,3,3,Medium/High,Custom MVMPACK 2026,images/player_139.png,original illustrated portrait asset,MVMPACK-2026.08-v1,83,46,73,72,73,72
mvm_140,Marcus Thuram,Marcus Thuram,France,Inter Milan,ST,Right,Silver,79,25,188,75,5,5,High/Low,Custom MVMPACK 2026,images/player_140.png,original illustrated portrait asset,MVMPACK-2026.08-v1,84,94,64,80,21,79
mvm_141,Lorenzo Pellegrini,Lorenzo Pellegrini,Italy,Roma,CAM,Right,Silver,75,26,180,75,4,2,Medium/High,Custom MVMPACK 2026,images/player_141.png,original illustrated portrait asset,MVMPACK-2026.08-v1,76,71,86,92,27,57
mvm_142,Paulo Dybala,Paulo Bruno Dybala,Argentina,Roma,CF,Left,Silver,77,23,187,78,5,2,Medium/High,Custom MVMPACK 2026,images/player_142.png,original illustrated portrait asset,MVMPACK-2026.08-v1,86,86,76,83,22,66
mvm_143,Romelu Lukaku,Romelu Lukaku Bolingoli,Belgium,Napoli,ST,Left,Silver,78,22,184,75,5,4,High/Low,Custom MVMPACK 2026,images/player_143.png,original illustrated portrait asset,MVMPACK-2026.08-v1,82,88,65,85,25,79
mvm_144,Lucas Bergström,Lucas Bergström,Finland,Chelsea,GK,Right,Bronze,65,24,190,78,3,2,Medium/High,Custom MVMPACK 2026,images/player_144.png,original illustrated portrait asset,MVMPACK-2026.08-v1,56,15,42,47,16,58
mvm_145,Ethan Wheatley,Ethan Wheatley,England,Manchester United,ST,Right,Bronze,64,26,190,78,2,2,High/Low,Custom MVMPACK 2026,images/player_145.png,original illustrated portrait asset,MVMPACK-2026.08-v1,78,83,55,75,10,69
mvm_146,Toby Collyer,Toby Collyer,England,Manchester United,CDM,Right,Bronze,63,28,186,76,4,4,High/High,Custom MVMPACK 2026,images/player_146.png,original illustrated portrait asset,MVMPACK-2026.08-v1,55,38,73,63,71,67
mvm_147,Harry Amass,Harry Amass,England,Manchester United,LB,Left,Bronze,62,27,175,75,2,3,Medium/High,Custom MVMPACK 2026,images/player_147.png,original illustrated portrait asset,MVMPACK-2026.08-v1,73,32,64,63,66,61
mvm_148,Harrison Murray-Campbell,Harrison Murray-Campbell,England,Chelsea,CB,Right,Bronze,61,25,193,83,5,5,Medium/High,Custom MVMPACK 2026,images/player_148.png,original illustrated portrait asset,MVMPACK-2026.08-v1,55,20,52,49,72,75
mvm_149,Tyrique George,Tyrique George,England,Chelsea,RW,Right,Bronze,66,25,185,78,5,5,High/Low,Custom MVMPACK 2026,images/player_149.png,original illustrated portrait asset,MVMPACK-2026.08-v1,85,69,68,81,18,45
mvm_150,Carney Chukwuemeka,Chukwuemeka Carney,England,Crystal Palace,CM,Right,Bronze,69,21,183,73,5,2,High/High,Custom MVMPACK 2026,images/player_150.png,original illustrated portrait asset,MVMPACK-2026.08-v1,60,49,81,78,63,64
mvm_151,Lesley Ugochukwu,Lesley Ugochukwu,France,Southampton,CDM,Right,Bronze,69,22,180,68,5,3,High/High,Custom MVMPACK 2026,images/player_151.png,original illustrated portrait asset,MVMPACK-2026.08-v1,58,45,74,62,76,73
mvm_152,Roméo Lavia,Romeo Lavia,Belgium,Chelsea,CDM,Right,Bronze,69,24,177,69,5,5,High/High,Custom MVMPACK 2026,images/player_152.png,original illustrated portrait asset,MVMPACK-2026.08-v1,62,46,74,68,76,74
mvm_153,Josh Acheampong,Josh Acheampong,England,Chelsea,RB,Right,Bronze,60,20,175,70,2,2,Medium/High,Custom MVMPACK 2026,images/player_153.png,original illustrated portrait asset,MVMPACK-2026.08-v1,71,36,60,59,60,63
mvm_154,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,England,Chelsea,CM,Left,Bronze,69,28,172,75,5,5,High/High,Custom MVMPACK 2026,images/player_154.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,52,79,75,64,60
mvm_155,Omari Hutchinson,Omari Hutchinson,Jamaica,Ipswich Town,RW,Left,Bronze,69,26,178,76,4,5,High/Low,Custom MVMPACK 2026,images/player_155.png,original illustrated portrait asset,MVMPACK-2026.08-v1,89,71,70,83,24,51
mvm_156,Jobe Bellingham,Jobe Bellingham,England,Sunderland,CM,Right,Bronze,69,22,177,70,2,4,High/High,Custom MVMPACK 2026,images/player_156.png,original illustrated portrait asset,MVMPACK-2026.08-v1,63,48,82,73,62,65
mvm_157,Tom Fellows,Tom Fellows,England,Southampton,RM,Left,Bronze,65,30,171,73,4,5,Medium/High,Custom MVMPACK 2026,images/player_157.png,original illustrated portrait asset,MVMPACK-2026.08-v1,81,49,62,72,27,57
mvm_158,Samuel Edozie,Samuel Edozie,England,Anderlecht,LW,Right,Bronze,67,20,184,73,4,5,High/Low,Custom MVMPACK 2026,images/player_158.png,original illustrated portrait asset,MVMPACK-2026.08-v1,80,67,63,84,18,52
mvm_159,Facundo Buonanotte,Facundo Buonanotte,Argentina,Leicester City,CAM,Left,Bronze,69,23,171,71,5,4,Medium/High,Custom MVMPACK 2026,images/player_159.png,original illustrated portrait asset,MVMPACK-2026.08-v1,77,70,81,86,24,52
mvm_160,Bilal El Khannouss,Bilal El Khannouss,Morocco,Leicester City,CAM,Right,Bronze,69,18,182,75,3,4,Medium/High,Custom MVMPACK 2026,images/player_160.png,original illustrated portrait asset,MVMPACK-2026.08-v1,68,69,81,85,23,51
mvm_161,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,Ghana,Leicester City,RW,Left,Bronze,68,29,185,76,3,5,High/Low,Custom MVMPACK 2026,images/player_161.png,original illustrated portrait asset,MVMPACK-2026.08-v1,84,76,67,86,23,48
mvm_162,Yankuba Minteh,Yankuba Minteh,Gambia,Brighton,RW,Left,Bronze,69,24,178,74,3,5,High/Low,Custom MVMPACK 2026,images/player_162.png,original illustrated portrait asset,MVMPACK-2026.08-v1,86,70,73,88,18,44
mvm_163,Igor,Igor Julio dos Santos de Paulo,Brazil,Brighton,CB,Left,Bronze,67,28,184,79,3,3,Medium/High,Custom MVMPACK 2026,images/player_163.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,23,56,46,77,72
mvm_164,Carlos Baleba,Carlos Baleba,Cameroon,Brighton,CM,Left,Bronze,69,28,178,66,4,2,High/High,Custom MVMPACK 2026,images/player_164.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,51,78,74,57,59
mvm_165,Matt O’Riley,Matt O’Riley,Denmark,Brighton,CM,Left,Bronze,68,22,182,71,4,5,High/High,Custom MVMPACK 2026,images/player_165.png,original illustrated portrait asset,MVMPACK-2026.08-v1,62,49,75,71,57,57
mvm_166,Julio Enciso,Julio Enciso,Paraguay,Brighton,CAM,Right,Bronze,67,24,170,76,4,5,Medium/High,Custom MVMPACK 2026,images/player_166.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,71,74,80,24,47
mvm_167,Simon Adingra,Simon Adingra,Côte d’Ivoire,Brighton,LW,Right,Bronze,67,27,183,71,2,5,High/Low,Custom MVMPACK 2026,images/player_167.png,original illustrated portrait asset,MVMPACK-2026.08-v1,80,72,69,83,23,50
mvm_168,Jack Hinshelwood,Jack Hinshelwood,England,Brighton,CM,Right,Bronze,64,29,177,71,2,4,High/High,Custom MVMPACK 2026,images/player_168.png,original illustrated portrait asset,MVMPACK-2026.08-v1,57,47,76,71,56,54
mvm_169,Lewis Hall,Lewis Hall,England,Newcastle United,LB,Left,Bronze,69,24,178,75,3,3,Medium/High,Custom MVMPACK 2026,images/player_169.png,original illustrated portrait asset,MVMPACK-2026.08-v1,78,37,63,65,64,65
mvm_170,Tino Livramento,Valentino Livramento,England,Newcastle United,RB,Right,Bronze,69,21,175,79,3,5,Medium/High,Custom MVMPACK 2026,images/player_170.png,original illustrated portrait asset,MVMPACK-2026.08-v1,77,36,64,64,63,65
mvm_171,Joe Willock,Joe Willock,England,Newcastle United,CM,Right,Bronze,68,30,184,68,5,3,High/High,Custom MVMPACK 2026,images/player_171.png,original illustrated portrait asset,MVMPACK-2026.08-v1,64,52,82,72,55,61
mvm_172,Lewis Miley,Lewis Miley,England,Newcastle United,CM,Right,Bronze,68,18,180,69,4,2,High/High,Custom MVMPACK 2026,images/player_172.png,original illustrated portrait asset,MVMPACK-2026.08-v1,67,47,79,71,60,63
mvm_173,Jacob Murphy,Jacob Murphy,England,Newcastle United,RW,Left,Bronze,68,27,178,71,3,4,High/Low,Custom MVMPACK 2026,images/player_173.png,original illustrated portrait asset,MVMPACK-2026.08-v1,91,73,66,88,18,45
mvm_174,Eddie Nketiah,Eddie Nketiah,England,Crystal Palace,ST,Right,Bronze,69,21,177,77,2,2,High/Low,Custom MVMPACK 2026,images/player_174.png,original illustrated portrait asset,MVMPACK-2026.08-v1,82,81,53,79,17,75
mvm_175,Adam Wharton,Adam Wharton,England,Crystal Palace,CM,Right,Bronze,69,21,181,72,3,3,High/High,Custom MVMPACK 2026,images/player_175.png,original illustrated portrait asset,MVMPACK-2026.08-v1,63,49,83,75,60,66
mvm_176,Daniel Muñoz,Daniel Muñoz Mejía,Colombia,Crystal Palace,RB,Right,Bronze,69,28,179,77,4,4,Medium/High,Custom MVMPACK 2026,images/player_176.png,original illustrated portrait asset,MVMPACK-2026.08-v1,72,42,65,65,62,68
mvm_177,Jefferson Lerma,Jefferson Lerma,Colombia,Crystal Palace,CDM,Right,Bronze,68,27,176,66,2,5,High/High,Custom MVMPACK 2026,images/player_177.png,original illustrated portrait asset,MVMPACK-2026.08-v1,60,45,73,63,73,68
mvm_178,Daichi Kamada,Daichi Kamada,Japan,Crystal Palace,CAM,Right,Bronze,68,22,178,72,4,5,Medium/High,Custom MVMPACK 2026,images/player_178.png,original illustrated portrait asset,MVMPACK-2026.08-v1,74,66,75,86,24,50
mvm_179,Cheick Doucouré,Cheick Doucouré,Mali,Crystal Palace,CDM,Right,Bronze,67,26,177,72,3,2,High/High,Custom MVMPACK 2026,images/player_179.png,original illustrated portrait asset,MVMPACK-2026.08-v1,57,38,71,62,71,72
mvm_180,Nuno Tavares,Nuno Tavares,Portugal,Lazio,LB,Left,Bronze,68,25,180,68,5,3,Medium/High,Custom MVMPACK 2026,images/player_180.png,original illustrated portrait asset,MVMPACK-2026.08-v1,71,33,66,66,70,63
mvm_181,Boulaye Dia,Boulaye Dia,Senegal,Lazio,ST,Right,Bronze,68,27,178,69,2,2,High/Low,Custom MVMPACK 2026,images/player_181.png,original illustrated portrait asset,MVMPACK-2026.08-v1,74,80,57,77,11,69
mvm_182,Mattéo Guendouzi,Mattéo Guendouzi,France,Lazio,CM,Right,Bronze,69,28,180,70,2,5,High/High,Custom MVMPACK 2026,images/player_182.png,original illustrated portrait asset,MVMPACK-2026.08-v1,64,55,84,78,60,61
mvm_183,Luca Pellegrini,Luca Pellegrini,Italy,Lazio,LB,Left,Bronze,66,23,181,81,3,3,Medium/High,Custom MVMPACK 2026,images/player_183.png,original illustrated portrait asset,MVMPACK-2026.08-v1,73,36,62,68,64,63
mvm_184,Nuno Santos,Nuno Miguel Ribeiro da Silva,Portugal,Sporting CP,LW,Right,Bronze,66,20,183,77,5,3,High/Low,Custom MVMPACK 2026,images/player_184.png,original illustrated portrait asset,MVMPACK-2026.08-v1,85,70,63,87,21,48
mvm_185,Geovany Quenda,Geovany Quenda,Portugal,Sporting CP,RW,Left,Bronze,68,27,175,72,2,3,High/Low,Custom MVMPACK 2026,images/player_185.png,original illustrated portrait asset,MVMPACK-2026.08-v1,87,71,73,87,16,51
mvm_186,Morten Hjulmand,Morten Hjulmand,Denmark,Sporting CP,CDM,Right,Bronze,69,24,173,68,3,2,High/High,Custom MVMPACK 2026,images/player_186.png,original illustrated portrait asset,MVMPACK-2026.08-v1,59,45,76,63,73,74
mvm_187,Viktor Gyökeres,Viktor Gyökeres,Sweden,Sporting CP,ST,Right,Silver,79,21,190,71,4,3,High/Low,Custom MVMPACK 2026,images/player_187.png,original illustrated portrait asset,MVMPACK-2026.08-v1,86,89,66,83,24,79
mvm_188,Pedro Gonçalves,Pedro Gonçalves,Portugal,Sporting CP,CAM,Right,Bronze,69,22,184,70,4,2,Medium/High,Custom MVMPACK 2026,images/player_188.png,original illustrated portrait asset,MVMPACK-2026.08-v1,71,70,77,87,23,53
mvm_189,Francisco Trincão,Trincão,Portugal,Sporting CP,RW,Left,Bronze,68,27,176,71,3,3,High/Low,Custom MVMPACK 2026,images/player_189.png,original illustrated portrait asset,MVMPACK-2026.08-v1,84,72,72,84,18,46
mvm_190,Gonçalo Inácio,Gonçalo Inácio,Portugal,Sporting CP,CB,Left,Bronze,69,20,189,78,4,3,Medium/High,Custom MVMPACK 2026,images/player_190.png,original illustrated portrait asset,MVMPACK-2026.08-v1,62,26,62,54,74,80
mvm_191,João Mário,João Mário,Portugal,Benfica,CM,Right,Bronze,69,27,182,73,5,3,High/High,Custom MVMPACK 2026,images/player_191.png,original illustrated portrait asset,MVMPACK-2026.08-v1,61,53,76,71,61,61
mvm_192,Florentino Luís,Florentino Luís,Portugal,Benfica,CDM,Right,Bronze,68,28,185,70,5,4,High/High,Custom MVMPACK 2026,images/player_192.png,original illustrated portrait asset,MVMPACK-2026.08-v1,57,41,77,65,74,73
mvm_193,Ángel Di María,Ángel Di María,Argentina,Rosario Central,RW,Left,Silver,77,30,171,68,4,4,High/Low,Custom MVMPACK 2026,images/player_193.png,original illustrated portrait asset,MVMPACK-2026.08-v1,97,81,75,95,26,57
mvm_194,Orkun Kökçü,Orkun Kökçü,Turkey,Benfica,CM,Right,Silver,72,28,183,76,4,4,High/High,Custom MVMPACK 2026,images/player_194.png,original illustrated portrait asset,MVMPACK-2026.08-v1,64,54,86,80,63,67
mvm_195,António Silva,António Silva,Portugal,Benfica,CB,Right,Bronze,69,27,189,75,5,2,Medium/High,Custom MVMPACK 2026,images/player_195.png,original illustrated portrait asset,MVMPACK-2026.08-v1,60,29,55,50,82,77
mvm_196,Kerem Aktürkoğlu,Kerem Aktürkoğlu,Turkey,Benfica,LW,Right,Bronze,69,30,174,74,3,5,High/Low,Custom MVMPACK 2026,images/player_196.png,original illustrated portrait asset,MVMPACK-2026.08-v1,88,75,65,84,21,53
mvm_197,Arthur Theate,Arthur Theate,Belgium,Eintracht Frankfurt,CB,Left,Bronze,68,30,187,80,5,3,Medium/High,Custom MVMPACK 2026,images/player_197.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,25,53,46,81,73
mvm_198,Omar Marmoush,Omar Marmoush,Egypt,Manchester City,ST,Right,Silver,79,31,184,73,3,5,High/Low,Custom MVMPACK 2026,images/player_198.png,original illustrated portrait asset,MVMPACK-2026.08-v1,88,93,61,83,23,82
mvm_199,Hugo Larsson,Hugo Larsson,Sweden,Eintracht Frankfurt,CM,Right,Bronze,67,24,183,70,5,3,High/High,Custom MVMPACK 2026,images/player_199.png,original illustrated portrait asset,MVMPACK-2026.08-v1,65,53,77,76,55,57
mvm_200,Niels Nkounkou,Niels Nkounkou,France,Eintracht Frankfurt,LB,Left,Bronze,66,23,177,74,5,2,Medium/High,Custom MVMPACK 2026,images/player_200.png,original illustrated portrait asset,MVMPACK-2026.08-v1,76,34,61,70,64,66
mvm_201,Ansgar Knauff,Ansgar Knauff,Germany,Eintracht Frankfurt,RW,Right,Bronze,67,30,172,66,2,4,High/Low,Custom MVMPACK 2026,images/player_201.png,original illustrated portrait asset,MVMPACK-2026.08-v1,88,70,71,85,17,48
mvm_202,Ellyes Skhiri,Ellyes Skhiri,Tunisia,Eintracht Frankfurt,CDM,Right,Bronze,67,25,178,74,4,2,High/High,Custom MVMPACK 2026,images/player_202.png,original illustrated portrait asset,MVMPACK-2026.08-v1,54,38,73,64,71,68
mvm_203,Robin Koch,Robin Koch,Germany,Eintracht Frankfurt,CB,Right,Bronze,68,25,182,77,3,4,Medium/High,Custom MVMPACK 2026,images/player_203.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,22,54,46,77,78
mvm_204,Noa Lang,Noa Lang,Netherlands,PSV,LW,Right,Bronze,69,18,171,66,4,2,High/Low,Custom MVMPACK 2026,images/player_204.png,original illustrated portrait asset,MVMPACK-2026.08-v1,87,69,67,85,17,53
mvm_205,Malik Tillman,Malik Tillman,USA,PSV,CAM,Right,Bronze,69,23,182,80,5,5,Medium/High,Custom MVMPACK 2026,images/player_205.png,original illustrated portrait asset,MVMPACK-2026.08-v1,76,66,80,81,27,47
mvm_206,Johan Bakayoko,Johan Bakayoko,Belgium,PSV,RW,Left,Bronze,69,23,171,76,2,5,High/Low,Custom MVMPACK 2026,images/player_206.png,original illustrated portrait asset,MVMPACK-2026.08-v1,86,69,73,87,20,52
mvm_207,Joey Veerman,Joey Veerman,Netherlands,PSV,CM,Right,Bronze,68,18,176,74,2,4,High/High,Custom MVMPACK 2026,images/player_207.png,original illustrated portrait asset,MVMPACK-2026.08-v1,61,53,75,71,58,59
mvm_208,Ricardo Pepi,Ricardo Pepi,USA,PSV,ST,Right,Bronze,67,19,191,85,5,5,High/Low,Custom MVMPACK 2026,images/player_208.png,original illustrated portrait asset,MVMPACK-2026.08-v1,73,85,57,76,14,71
mvm_209,Ismael Saibari,Ismael Saibari,Morocco,PSV,CM,Right,Bronze,68,20,179,76,3,2,High/High,Custom MVMPACK 2026,images/player_209.png,original illustrated portrait asset,MVMPACK-2026.08-v1,66,53,83,70,56,62
mvm_210,Youssouf Fofana,Youssouf Fofana,France,AC Milan,CDM,Right,Bronze,69,28,178,77,3,5,High/High,Custom MVMPACK 2026,images/player_210.png,original illustrated portrait asset,MVMPACK-2026.08-v1,60,42,72,63,76,74
mvm_211,Samuel Chukwueze,Samuel Chukwueze,Nigeria,AC Milan,RW,Left,Bronze,69,25,177,71,2,4,High/Low,Custom MVMPACK 2026,images/player_211.png,original illustrated portrait asset,MVMPACK-2026.08-v1,84,71,75,84,17,50
mvm_212,Tijjani Reijnders,Tijjani Reijnders,Netherlands,Manchester City,CM,Right,Silver,79,22,174,73,5,2,High/High,Custom MVMPACK 2026,images/player_212.png,original illustrated portrait asset,MVMPACK-2026.08-v1,68,58,88,79,64,73
mvm_213,Riyad Mahrez,Riyad Mahrez,Algeria,Al Ahli,RW,Left,Silver,77,24,178,77,3,3,High/Low,Custom MVMPACK 2026,images/player_213.png,original illustrated portrait asset,MVMPACK-2026.08-v1,90,77,79,88,26,56
mvm_214,Sadio Mané,Sadio Mané,Senegal,Al Nassr,LW,Right,Silver,77,27,177,70,5,5,High/Low,Custom MVMPACK 2026,images/player_214.png,original illustrated portrait asset,MVMPACK-2026.08-v1,95,79,72,87,22,57
mvm_215,Dušan Vlahović,Dušan Vlahović,Serbia,Juventus,ST,Left,Silver,76,30,188,74,3,4,High/Low,Custom MVMPACK 2026,images/player_215.png,original illustrated portrait asset,MVMPACK-2026.08-v1,84,85,58,82,22,83
mvm_216,Federico Chiesa,Federico Chiesa,Italy,Liverpool,LW,Right,Silver,75,32,176,71,3,3,High/Low,Custom MVMPACK 2026,images/player_216.png,original illustrated portrait asset,MVMPACK-2026.08-v1,87,78,74,90,23,52
mvm_217,Kenan Yıldız,Kenan Yıldız,Turkey,Juventus,CAM,Right,Silver,74,24,171,67,2,2,Medium/High,Custom MVMPACK 2026,images/player_217.png,original illustrated portrait asset,MVMPACK-2026.08-v1,76,71,85,83,29,55
mvm_218,Teun Koopmeiners,Teun Koopmeiners,Netherlands,Juventus,CM,Left,Silver,75,29,181,78,4,4,High/High,Custom MVMPACK 2026,images/player_218.png,original illustrated portrait asset,MVMPACK-2026.08-v1,70,55,85,76,61,68
mvm_219,Manuel Locatelli,Manuel Locatelli,Italy,Juventus,CDM,Right,Silver,74,22,184,73,2,4,High/High,Custom MVMPACK 2026,images/player_219.png,original illustrated portrait asset,MVMPACK-2026.08-v1,62,48,81,72,80,76
mvm_220,Andrea Cambiaso,Andrea Cambiaso,Italy,Juventus,LB,Right,Silver,72,22,171,72,5,4,Medium/High,Custom MVMPACK 2026,images/player_220.png,original illustrated portrait asset,MVMPACK-2026.08-v1,78,40,70,74,73,69
